Site Name ,OUTSIDE2211
1438,23/11/2018 , 09:58:00,2751,2751
1439,23/11/2018 , 09:59:00,2624,2624
1440,23/11/2018 , 10:00:00,2578,2578
1441,23/11/2018 , 10:01:00,2643,2643
1442,23/11/2018 , 10:02:00,1923,1923
1443,23/11/2018 , 10:03:00,2253,2253
1444,23/11/2018 , 10:04:00,446,446
1445,23/11/2018 , 10:05:00,382,382
1446,23/11/2018 , 10:06:00,459,459
1447,23/11/2018 , 10:07:00,517,517
1448,23/11/2018 , 10:08:00,571,571
1449,23/11/2018 , 10:09:00,1783,1783
1450,23/11/2018 , 10:10:00,1496,1496
1451,23/11/2018 , 10:11:00,2767,2767
1452,23/11/2018 , 10:12:00,2682,2682
1453,23/11/2018 , 10:13:00,2600,2600
1454,23/11/2018 , 10:14:00,2575,2575
1455,23/11/2018 , 10:15:00,2573,2573
1456,23/11/2018 , 10:16:00,2486,2486
1457,23/11/2018 , 10:17:00,2542,2542
1458,23/11/2018 , 10:18:00,2526,2526
1459,23/11/2018 , 10:19:00,2528,2528
1460,23/11/2018 , 10:20:00,1688,1688
1461,23/11/2018 , 10:21:00,2390,2390
1462,23/11/2018 , 10:22:00,2533,2533
1463,23/11/2018 , 10:23:00,2546,2546
1464,23/11/2018 , 10:24:00,2525,2525
1465,23/11/2018 , 10:25:00,2531,2531
1466,23/11/2018 , 10:26:00,2539,2539
1467,23/11/2018 , 10:27:00,2545,2545
1468,23/11/2018 , 10:28:00,2585,2585
1469,23/11/2018 , 10:29:00,2063,2063
1470,23/11/2018 , 10:30:00,1631,1631
1471,23/11/2018 , 10:31:00,2514,2514
1472,23/11/2018 , 10:32:00,2540,2540
1473,23/11/2018 , 10:33:00,2550,2550
1474,23/11/2018 , 10:34:00,2562,2562
1475,23/11/2018 , 10:35:00,2587,2587
1476,23/11/2018 , 10:36:00,2615,2615
1477,23/11/2018 , 10:37:00,2651,2651
1478,23/11/2018 , 10:38:00,2669,2669
1479,23/11/2018 , 10:39:00,2394,2394
1480,23/11/2018 , 10:40:00,2809,2809
1481,23/11/2018 , 10:41:00,2855,2855
1482,23/11/2018 , 10:42:00,2734,2734
1483,23/11/2018 , 10:43:00,2634,2634
1484,23/11/2018 , 10:44:00,2643,2643
1485,23/11/2018 , 10:45:00,2657,2657
1486,23/11/2018 , 10:46:00,2670,2670
1487,23/11/2018 , 10:47:00,2649,2649
1488,23/11/2018 , 10:48:00,2636,2636
1489,23/11/2018 , 10:49:00,2656,2656
1490,23/11/2018 , 10:50:00,2701,2701
1491,23/11/2018 , 10:51:00,2748,2748
1492,23/11/2018 , 10:52:00,2514,2514
1493,23/11/2018 , 10:53:00,1919,1919
1494,23/11/2018 , 10:54:00,2902,2902
1495,23/11/2018 , 10:55:00,1939,1939
1496,23/11/2018 , 10:56:00,2765,2765
1497,23/11/2018 , 10:57:00,2714,2714
1498,23/11/2018 , 10:58:00,2758,2758
1499,23/11/2018 , 10:59:00,2205,2205
1500,23/11/2018 , 11:00:00,2405,2405
1501,23/11/2018 , 11:01:00,2729,2729
1502,23/11/2018 , 11:02:00,2853,2853
1503,23/11/2018 , 11:03:00,2984,2984
1504,23/11/2018 , 11:04:00,3041,3041
1505,23/11/2018 , 11:05:00,2879,2879
1506,23/11/2018 , 11:06:00,2826,2826
1507,23/11/2018 , 11:07:00,2743,2743
1508,23/11/2018 , 11:08:00,2704,2704
1509,23/11/2018 , 11:09:00,2690,2690
1510,23/11/2018 , 11:10:00,2669,2669
1511,23/11/2018 , 11:11:00,2679,2679
1512,23/11/2018 , 11:12:00,2696,2696
1513,23/11/2018 , 11:13:00,2721,2721
1514,23/11/2018 , 11:14:00,2775,2775
1515,23/11/2018 , 11:15:00,2245,2245
1516,23/11/2018 , 11:16:00,1642,1642
1517,23/11/2018 , 11:17:00,2503,2503
1518,23/11/2018 , 11:18:00,2829,2829
1519,23/11/2018 , 11:19:00,2947,2947
1520,23/11/2018 , 11:20:00,2841,2841
1521,23/11/2018 , 11:21:00,2813,2813
1522,23/11/2018 , 11:22:00,2906,2906
1523,23/11/2018 , 11:23:00,2221,2221
1524,23/11/2018 , 11:24:00,2416,2416
1525,23/11/2018 , 11:25:00,2831,2831
1526,23/11/2018 , 11:26:00,2743,2743
1527,23/11/2018 , 11:27:00,2819,2819
1528,23/11/2018 , 11:28:00,2857,2857
1529,23/11/2018 , 11:29:00,2289,2289
1530,23/11/2018 , 11:30:00,623,623
1531,23/11/2018 , 11:31:00,1385,1385
1532,23/11/2018 , 11:32:00,1846,1846
1533,23/11/2018 , 11:33:00,3050,3050
1534,23/11/2018 , 11:34:00,3001,3001
1535,23/11/2018 , 11:35:00,2978,2978
1536,23/11/2018 , 11:36:00,1620,1620
1537,23/11/2018 , 11:37:00,2632,2632
1538,23/11/2018 , 11:38:00,2804,2804
1539,23/11/2018 , 11:39:00,2777,2777
1540,23/11/2018 , 11:40:00,2851,2851
1541,23/11/2018 , 11:41:00,2823,2823
1542,23/11/2018 , 11:42:00,2904,2904
1543,23/11/2018 , 11:43:00,2822,2822
1544,23/11/2018 , 11:44:00,2815,2815
1545,23/11/2018 , 11:45:00,2830,2830
1546,23/11/2018 , 11:46:00,2809,2809
1547,23/11/2018 , 11:47:00,2787,2787
1548,23/11/2018 , 11:48:00,2758,2758
1549,23/11/2018 , 11:49:00,2747,2747
1550,23/11/2018 , 11:50:00,2739,2739
1551,23/11/2018 , 11:51:00,2740,2740
1552,23/11/2018 , 11:52:00,2750,2750
1553,23/11/2018 , 11:53:00,2750,2750
1554,23/11/2018 , 11:54:00,2766,2766
1555,23/11/2018 , 11:55:00,2802,2802
1556,23/11/2018 , 11:56:00,2852,2852
1557,23/11/2018 , 11:57:00,2811,2811
1558,23/11/2018 , 11:58:00,2793,2793
1559,23/11/2018 , 11:59:00,2801,2801
1560,23/11/2018 , 12:00:00,2819,2819
1561,23/11/2018 , 12:01:00,2783,2783
1562,23/11/2018 , 12:02:00,2752,2752
1563,23/11/2018 , 12:03:00,2745,2745
1564,23/11/2018 , 12:04:00,2746,2746
1565,23/11/2018 , 12:05:00,2761,2761
1566,23/11/2018 , 12:06:00,2801,2801
1567,23/11/2018 , 12:07:00,2819,2819
1568,23/11/2018 , 12:08:00,2704,2704
1569,23/11/2018 , 12:09:00,2651,2651
1570,23/11/2018 , 12:10:00,2740,2740
1571,23/11/2018 , 12:11:00,2723,2723
1572,23/11/2018 , 12:12:00,2709,2709
1573,23/11/2018 , 12:13:00,2725,2725
1574,23/11/2018 , 12:14:00,2726,2726
1575,23/11/2018 , 12:15:00,2696,2696
1576,23/11/2018 , 12:16:00,2668,2668
1577,23/11/2018 , 12:17:00,2662,2662
1578,23/11/2018 , 12:18:00,2668,2668
1579,23/11/2018 , 12:19:00,2674,2674
1580,23/11/2018 , 12:20:00,2697,2697
1581,23/11/2018 , 12:21:00,2712,2712
1582,23/11/2018 , 12:22:00,2681,2681
1583,23/11/2018 , 12:23:00,2671,2671
1584,23/11/2018 , 12:24:00,2694,2694
1585,23/11/2018 , 12:25:00,2712,2712
1586,23/11/2018 , 12:26:00,2644,2644
1587,23/11/2018 , 12:27:00,2663,2663
1588,23/11/2018 , 12:28:00,2668,2668
1589,23/11/2018 , 12:29:00,2673,2673
1590,23/11/2018 , 12:30:00,2673,2673
1591,23/11/2018 , 12:31:00,2677,2677
1592,23/11/2018 , 12:32:00,2684,2684
1593,23/11/2018 , 12:33:00,2675,2675
1594,23/11/2018 , 12:34:00,2685,2685
1595,23/11/2018 , 12:35:00,2697,2697
1596,23/11/2018 , 12:36:00,2726,2726
1597,23/11/2018 , 12:37:00,2766,2766
1598,23/11/2018 , 12:38:00,2630,2630
1599,23/11/2018 , 12:39:00,2328,2328
1600,23/11/2018 , 12:40:00,2674,2674
1601,23/11/2018 , 12:41:00,2760,2760
1602,23/11/2018 , 12:42:00,2797,2797
1603,23/11/2018 , 12:43:00,2881,2881
1604,23/11/2018 , 12:44:00,2851,2851
1605,23/11/2018 , 12:45:00,2805,2805
1606,23/11/2018 , 12:46:00,2824,2824
1607,23/11/2018 , 12:47:00,2864,2864
1608,23/11/2018 , 12:48:00,2797,2797
1609,23/11/2018 , 12:49:00,2762,2762
1610,23/11/2018 , 12:50:00,2740,2740
1611,23/11/2018 , 12:51:00,2726,2726
1612,23/11/2018 , 12:52:00,2744,2744
1613,23/11/2018 , 12:53:00,2783,2783
1614,23/11/2018 , 12:54:00,2854,2854
1615,23/11/2018 , 12:55:00,2912,2912
1616,23/11/2018 , 12:56:00,2685,2685
1617,23/11/2018 , 12:57:00,2886,2886
1618,23/11/2018 , 12:58:00,2859,2859
1619,23/11/2018 , 12:59:00,2852,2852
1620,23/11/2018 , 13:00:00,2775,2775
1621,23/11/2018 , 13:01:00,1860,1860
1622,23/11/2018 , 13:02:00,2801,2801
1623,23/11/2018 , 13:03:00,2778,2778
1624,23/11/2018 , 13:04:00,2855,2855
1625,23/11/2018 , 13:05:00,2874,2874
1626,23/11/2018 , 13:06:00,2869,2869
1627,23/11/2018 , 13:07:00,2322,2322
1628,23/11/2018 , 13:08:00,2062,2062
1629,23/11/2018 , 13:09:00,2203,2203
1630,23/11/2018 , 13:10:00,1509,1509
1631,23/11/2018 , 13:11:00,1309,1309
1632,23/11/2018 , 13:12:00,771,771
1633,23/11/2018 , 13:13:00,691,691
1634,23/11/2018 , 13:14:00,2810,2810
1635,23/11/2018 , 13:15:00,3071,3071
1636,23/11/2018 , 13:16:00,2677,2677
1637,23/11/2018 , 13:17:00,2948,2948
1638,23/11/2018 , 13:18:00,2707,2707
1639,23/11/2018 , 13:19:00,3005,3005
1640,23/11/2018 , 13:20:00,2562,2562
1641,23/11/2018 , 13:21:00,2103,2103
1642,23/11/2018 , 13:22:00,2909,2909
1643,23/11/2018 , 13:23:00,2860,2860
1644,23/11/2018 , 13:24:00,2850,2850
1645,23/11/2018 , 13:25:00,2855,2855
1646,23/11/2018 , 13:26:00,2853,2853
1647,23/11/2018 , 13:27:00,2847,2847
1648,23/11/2018 , 13:28:00,2893,2893
1649,23/11/2018 , 13:29:00,2940,2940
1650,23/11/2018 , 13:30:00,2994,2994
1651,23/11/2018 , 13:31:00,2764,2764
1652,23/11/2018 , 13:32:00,3113,3113
1653,23/11/2018 , 13:33:00,3159,3159
1654,23/11/2018 , 13:34:00,3127,3127
1655,23/11/2018 , 13:35:00,3149,3149
1656,23/11/2018 , 13:36:00,3223,3223
1657,23/11/2018 , 13:37:00,1650,1650
1658,23/11/2018 , 13:38:00,3104,3104
1659,23/11/2018 , 13:39:00,2482,2482
1660,23/11/2018 , 13:40:00,2796,2796
1661,23/11/2018 , 13:41:00,3188,3188
1662,23/11/2018 , 13:42:00,2870,2870
1663,23/11/2018 , 13:43:00,3141,3141
1664,23/11/2018 , 13:44:00,2867,2867
1665,23/11/2018 , 13:45:00,2700,2700
1666,23/11/2018 , 13:46:00,2489,2489
1667,23/11/2018 , 13:47:00,2773,2773
1668,23/11/2018 , 13:48:00,2378,2378
1669,23/11/2018 , 13:49:00,2872,2872
1670,23/11/2018 , 13:50:00,3057,3057
1671,23/11/2018 , 13:51:00,858,858
1672,23/11/2018 , 13:52:00,3022,3022
1673,23/11/2018 , 13:53:00,1933,1933
1674,23/11/2018 , 13:54:00,793,793
1675,23/11/2018 , 13:55:00,2442,2442
1676,23/11/2018 , 13:56:00,3009,3009
1677,23/11/2018 , 13:57:00,3047,3047
1678,23/11/2018 , 13:58:00,3073,3073
1679,23/11/2018 , 13:59:00,2696,2696
1680,23/11/2018 , 14:00:00,719,719
1681,23/11/2018 , 14:01:00,974,974
1682,23/11/2018 , 14:02:00,2884,2884
1683,23/11/2018 , 14:03:00,2942,2942
1684,23/11/2018 , 14:04:00,2989,2989
1685,23/11/2018 , 14:05:00,2281,2281
1686,23/11/2018 , 14:06:00,2253,2253
1687,23/11/2018 , 14:07:00,864,864
1688,23/11/2018 , 14:08:00,1183,1183
1689,23/11/2018 , 14:09:00,2999,2999
1690,23/11/2018 , 14:10:00,3118,3118
1691,23/11/2018 , 14:11:00,3001,3001
1692,23/11/2018 , 14:12:00,770,770
1693,23/11/2018 , 14:13:00,912,912
1694,23/11/2018 , 14:14:00,2662,2662
1695,23/11/2018 , 14:15:00,3118,3118
1696,23/11/2018 , 14:16:00,3224,3224
1697,23/11/2018 , 14:17:00,2407,2407
1698,23/11/2018 , 14:18:00,1002,1002
1699,23/11/2018 , 14:19:00,711,711
1700,23/11/2018 , 14:20:00,929,929
1701,23/11/2018 , 14:21:00,626,626
1702,23/11/2018 , 14:22:00,932,932
1703,23/11/2018 , 14:23:00,2784,2784
1704,23/11/2018 , 14:24:00,2813,2813
1705,23/11/2018 , 14:25:00,1150,1150
1706,23/11/2018 , 14:26:00,1065,1065
1707,23/11/2018 , 14:27:00,2147,2147
1708,23/11/2018 , 14:28:00,964,964
1709,23/11/2018 , 14:29:00,1286,1286
1710,23/11/2018 , 14:30:00,774,774
1711,23/11/2018 , 14:31:00,897,897
1712,23/11/2018 , 14:32:00,1468,1468
1713,23/11/2018 , 14:33:00,1008,1008
1714,23/11/2018 , 14:34:00,1529,1529
1715,23/11/2018 , 14:35:00,2735,2735
1716,23/11/2018 , 14:36:00,2072,2072
1717,23/11/2018 , 14:37:00,2693,2693
1718,23/11/2018 , 14:38:00,2552,2552
1719,23/11/2018 , 14:39:00,821,821
1720,23/11/2018 , 14:40:00,564,564
1721,23/11/2018 , 14:41:00,630,630
1722,23/11/2018 , 14:42:00,2241,2241
1723,23/11/2018 , 14:43:00,1997,1997
1724,23/11/2018 , 14:44:00,908,908
1725,23/11/2018 , 14:45:00,2800,2800
1726,23/11/2018 , 14:46:00,2755,2755
1727,23/11/2018 , 14:47:00,2727,2727
1728,23/11/2018 , 14:48:00,2507,2507
1729,23/11/2018 , 14:49:00,2706,2706
1730,23/11/2018 , 14:50:00,2740,2740
1731,23/11/2018 , 14:51:00,2605,2605
1732,23/11/2018 , 14:52:00,2799,2799
1733,23/11/2018 , 14:53:00,2206,2206
1734,23/11/2018 , 14:54:00,912,912
1735,23/11/2018 , 14:55:00,1789,1789
1736,23/11/2018 , 14:56:00,1616,1616
1737,23/11/2018 , 14:57:00,975,975
1738,23/11/2018 , 14:58:00,486,486
1739,23/11/2018 , 14:59:00,422,422
1740,23/11/2018 , 15:00:00,421,421
1741,23/11/2018 , 15:01:00,1034,1034
1742,23/11/2018 , 15:02:00,2361,2361
1743,23/11/2018 , 15:03:00,2337,2337
1744,23/11/2018 , 15:04:00,1320,1320
1745,23/11/2018 , 15:05:00,1562,1562
1746,23/11/2018 , 15:06:00,2107,2107
1747,23/11/2018 , 15:07:00,2058,2058
1748,23/11/2018 , 15:08:00,2031,2031
1749,23/11/2018 , 15:09:00,2043,2043
1750,23/11/2018 , 15:10:00,2034,2034
1751,23/11/2018 , 15:11:00,2013,2013
1752,23/11/2018 , 15:12:00,1947,1947
1753,23/11/2018 , 15:13:00,1895,1895
1754,23/11/2018 , 15:14:00,1882,1882
1755,23/11/2018 , 15:15:00,1885,1885
1756,23/11/2018 , 15:16:00,1855,1855
1757,23/11/2018 , 15:17:00,1793,1793
1758,23/11/2018 , 15:18:00,1830,1830
1759,23/11/2018 , 15:19:00,1860,1860
1760,23/11/2018 , 15:20:00,1537,1537
1761,23/11/2018 , 15:21:00,1793,1793
1762,23/11/2018 , 15:22:00,1229,1229
1763,23/11/2018 , 15:23:00,1090,1090
1764,23/11/2018 , 15:24:00,693,693
1765,23/11/2018 , 15:25:00,348,348
1766,23/11/2018 , 15:26:00,299,299
1767,23/11/2018 , 15:27:00,516,516
1768,23/11/2018 , 15:28:00,1250,1250
1769,23/11/2018 , 15:29:00,1184,1184
1770,23/11/2018 , 15:30:00,1195,1195
1771,23/11/2018 , 15:31:00,560,560
1772,23/11/2018 , 15:32:00,924,924
1773,23/11/2018 , 15:33:00,830,830
1774,23/11/2018 , 15:34:00,541,541
1775,23/11/2018 , 15:35:00,1046,1046
1776,23/11/2018 , 15:36:00,1124,1124
1777,23/11/2018 , 15:37:00,1186,1186
1778,23/11/2018 , 15:38:00,1179,1179
1779,23/11/2018 , 15:39:00,1168,1168
1780,23/11/2018 , 15:40:00,1140,1140
1781,23/11/2018 , 15:41:00,744,744
1782,23/11/2018 , 15:42:00,430,430
1783,23/11/2018 , 15:43:00,465,465
1784,23/11/2018 , 15:44:00,431,431
1785,23/11/2018 , 15:45:00,1000,1000
1786,23/11/2018 , 15:46:00,1128,1128
1787,23/11/2018 , 15:47:00,1157,1157
1788,23/11/2018 , 15:48:00,1105,1105
1789,23/11/2018 , 15:49:00,899,899
1790,23/11/2018 , 15:50:00,558,558
1791,23/11/2018 , 15:51:00,749,749
1792,23/11/2018 , 15:52:00,1087,1087
1793,23/11/2018 , 15:53:00,1078,1078
1794,23/11/2018 , 15:54:00,1058,1058
1795,23/11/2018 , 15:55:00,624,624
1796,23/11/2018 , 15:56:00,380,380
1797,23/11/2018 , 15:57:00,652,652
1798,23/11/2018 , 15:58:00,348,348
1799,23/11/2018 , 15:59:00,431,431
1800,23/11/2018 , 16:00:00,518,518
1801,23/11/2018 , 16:01:00,692,692
1802,23/11/2018 , 16:02:00,881,881
1803,23/11/2018 , 16:03:00,514,514
1804,23/11/2018 , 16:04:00,372,372
1805,23/11/2018 , 16:05:00,295,295
1806,23/11/2018 , 16:06:00,222,222
1807,23/11/2018 , 16:07:00,218,218
1808,23/11/2018 , 16:08:00,247,247
1809,23/11/2018 , 16:09:00,354,354
1810,23/11/2018 , 16:10:00,374,374
1811,23/11/2018 , 16:11:00,333,333
1812,23/11/2018 , 16:12:00,360,360
1813,23/11/2018 , 16:13:00,371,371
1814,23/11/2018 , 16:14:00,332,332
1815,23/11/2018 , 16:15:00,251,251
1816,23/11/2018 , 16:16:00,181,181
1817,23/11/2018 , 16:17:00,164,164
1818,23/11/2018 , 16:18:00,186,186
1819,23/11/2018 , 16:19:00,225,225
1820,23/11/2018 , 16:20:00,238,238
1821,23/11/2018 , 16:21:00,230,230
1822,23/11/2018 , 16:22:00,219,219
1823,23/11/2018 , 16:23:00,228,228
1824,23/11/2018 , 16:24:00,213,213
1825,23/11/2018 , 16:25:00,217,217
1826,23/11/2018 , 16:26:00,217,217
1827,23/11/2018 , 16:27:00,213,213
1828,23/11/2018 , 16:28:00,218,218
1829,23/11/2018 , 16:29:00,209,209
1830,23/11/2018 , 16:30:00,185,185
1831,23/11/2018 , 16:31:00,165,165
1832,23/11/2018 , 16:32:00,145,145
1833,23/11/2018 , 16:33:00,134,134
1834,23/11/2018 , 16:34:00,130,130
1835,23/11/2018 , 16:35:00,125,125
1836,23/11/2018 , 16:36:00,126,126
1837,23/11/2018 , 16:37:00,129,129
1838,23/11/2018 , 16:38:00,129,129
1839,23/11/2018 , 16:39:00,132,132
1840,23/11/2018 , 16:40:00,129,129
1841,23/11/2018 , 16:41:00,131,131
1842,23/11/2018 , 16:42:00,140,140
1843,23/11/2018 , 16:43:00,150,150
1844,23/11/2018 , 16:44:00,150,150
1845,23/11/2018 , 16:45:00,151,151
1846,23/11/2018 , 16:46:00,151,151
1847,23/11/2018 , 16:47:00,162,162
1848,23/11/2018 , 16:48:00,183,183
1849,23/11/2018 , 16:49:00,206,206
1850,23/11/2018 , 16:50:00,204,204
1851,23/11/2018 , 16:51:00,184,184
1852,23/11/2018 , 16:52:00,164,164
1853,23/11/2018 , 16:53:00,161,161
1854,23/11/2018 , 16:54:00,155,155
1855,23/11/2018 , 16:55:00,144,144
1856,23/11/2018 , 16:56:00,119,119
1857,23/11/2018 , 16:57:00,120,120
1858,23/11/2018 , 16:58:00,137,137
1859,23/11/2018 , 16:59:00,142,142
1860,23/11/2018 , 17:00:00,120,120
1861,23/11/2018 , 17:01:00,63,63
1862,23/11/2018 , 17:02:00,60,60
1863,23/11/2018 , 17:03:00,2,2
1864,23/11/2018 , 17:04:00,1,1
1865,23/11/2018 , 17:05:00,4,4
1866,23/11/2018 , 17:06:00,2,2
1867,23/11/2018 , 17:07:00,3,3
1868,23/11/2018 , 17:08:00,3,3
1869,23/11/2018 , 17:09:00,3,3
